Composition_ID,Mo_mp,Nb_mp,Ti_mp,Zr_mp,T_eutectic,T_solvus,difference
1950,30,35,5,10,2513.010079,3092.064246,579.0541675
1951,30,35,10,5,2498.396426,3129.475794,631.0793681
1952,30,40,5,5,2442.932515,3024.606549,581.6740343
1953,35,5,5,35,1644.019333,3002.000493,1357.98116
1954,35,5,10,30,1868.029551,3153.8761,721.9704491
1955,35,5,15,25,2002.499075,3259.723927,1257.224852
1956,35,5,20,20,2146.240814,3337.162279,523.7591862
1957,35,5,25,15,2458.695143,3385.782926,251.304857
1958,35,5,30,10,2585.98633,3393.036227,144.0136696
1959,35,5,35,5,2326.873396,3316.899083,990.0256877
1960,35,10,5,30,1644.076913,3044.501583,1400.42467
1961,35,10,10,25,1896.133928,3193.066375,763.8660716
1962,35,10,15,20,2214.387835,3290.910179,1076.522345
1963,35,10,20,15,2557.660929,3352.783618,795.1226891
1964,35,10,25,10,2684.153428,3370.475586,686.3221579
1965,35,10,30,5,2478.067212,3304.290715,826.223503
1966,35,15,5,25,1727.763315,3082.328463,1354.565147
1967,35,15,10,20,2240.713718,3224.24709,983.5333721
1968,35,15,15,15,2613.593576,3307.614483,694.0209073
1969,35,15,20,10,2713.586026,3339.807971,626.221945
1970,35,15,25,5,2545.206303,3285.994751,740.7884476
1971,35,20,5,20,2147.568165,3112.760685,965.1925202
1972,35,20,10,15,2645.502071,3241.721282,596.2192115
1973,35,20,15,10,2710.310533,3296.816962,586.5064293
1974,35,20,20,5,2555.692141,3259.558789,703.866648
1975,35,25,5,15,2561.42387,3130.307849,568.8839795
1976,35,25,10,10,2671.938699,3232.842528,560.9038294
1977,35,25,15,5,2538.863631,3220.763274,681.8996434
1978,35,30,5,10,2523.0944,3122.816779,599.7223788
1979,35,30,10,5,2505.765503,3160.950427,655.1849237
1980,35,35,5,5,2448.470996,3055.088999,606.618003
1981,40,5,5,30,1829.713118,3065.599735,1235.886617
1982,40,5,10,25,2009.584066,3216.051457,1206.467392
1983,40,5,15,20,2178.129005,3316.02685,1137.897845
1984,40,5,20,15,2521.643869,3380.188842,858.5449726
1985,40,5,25,10,2650.293438,3399.948532,749.6550942
1986,40,5,30,5,2421.211742,3334.554493,913.3427504
1987,40,10,5,25,1792.410644,3105.271342,1312.860698
1988,40,10,10,20,2216.887761,3249.279127,1032.391365
1989,40,10,15,15,2601.3416,3334.782148,733.4405476
1990,40,10,20,10,2711.276122,3368.887795,657.6116735
1991,40,10,25,5,2522.81053,3315.770009,792.9594794
1992,40,15,5,20,2139.256177,3137.478336,998.2221589
1993,40,15,10,15,2650.044024,3268.589908,618.5458849
1994,40,15,15,10,2722.64627,3325.494192,602.8479214
1995,40,15,20,5,2551.169016,3288.860222,737.6912064
1996,40,20,5,15,2587.46257,3156.58032,569.11775
1997,40,20,10,10,2687.603284,3261.022554,573.4192694
1998,40,20,15,5,2541.273969,3249.560128,708.2861591
1999,40,25,5,10,2529.352038,3150.133755,620.7817176
2000,40,25,10,5,2529.352038,3150.133755,620.7817176
2001,40,30,5,5,2451.308947,3082.19739,630.8884435
2002,45,5,5,25,1923.610899,3124.984112,1201.373212
2003,45,5,10,20,2194.485962,3271.193652,1076.707689
2004,45,5,15,15,2585.206644,3359.038615,773.8319707
2005,45,5,20,10,2702.277834,3395.328751,693.0509169
2006,45,5,25,5,2702.277834,3395.328751,693.0509169
2007,45,10,5,20,2135.356639,3159.024147,1023.667507
2008,45,10,10,15,2652.159137,3292.436337,640.2772002
2009,45,10,15,10,2732.505051,3351.375052,618.8700009
2010,45,10,20,5,2540.735286,3315.607895,774.8726084
2011,45,15,5,15,2611.441458,3179.755432,568.3139743
2012,45,15,10,10,2701.403488,3286.280695,584.8772071
2013,45,15,15,5,2539.330783,3275.640715,736.3099319
2014,45,20,5,10,2531.811721,3174.435321,642.6236002
2015,45,20,10,5,2509.3449,3214.435294,705.0903935
2016,45,25,5,5,2451.345531,3106.354124,655.0085935
2017,50,5,5,20,2134.638265,3177.799554,1043.161289
2018,50,5,10,15,2652.797447,3313.71398,660.9165332
2019,50,5,15,10,2741.049812,3374.954159,633.904347
2020,50,5,20,5,2528.218416,3340.322752,812.1043364
2021,50,10,5,15,2634.134684,3200.249222,566.1145376
2022,50,10,10,10,2713.903165,3309.08064,595.1774755
2023,50,10,15,5,2534.288547,3299.499525,765.2109775
2024,50,15,5,10,2530.51745,3196.147329,665.6298794
2025,50,15,10,5,2505.85141,3237.368503,731.5170926
2026,50,20,5,5,2505.85141,3237.368503,731.5170926
2027,5,5,15,50,1799.004492,3091.687138,1292.682646
2028,5,5,20,45,1803.754066,3190.888005,1387.133939
2029,5,5,25,40,1799.364332,3275.21267,1475.848338
2030,5,5,30,35,1794.620576,3347.253659,1552.633083
2031,5,5,35,30,1797.80599,3407.437419,1609.631429
2032,5,5,40,25,1982.977331,3454.412039,1471.434708
2033,5,5,45,20,2038.504519,3484.618675,1446.114156
2034,5,5,50,15,1948.119941,3490.725823,1542.605882
2035,5,10,10,50,1762.042303,3013.264156,1251.221853
2036,5,10,15,45,1811.90142,3129.71347,1317.81205
2037,5,10,20,40,1822.552563,3223.869995,1401.317432
2038,5,10,25,35,1826.148321,3302.272164,1476.123844
2039,5,10,30,30,1838.159412,3366.982836,1528.823424
2040,5,10,35,25,1982.461109,3417.512343,1435.051234
2041,5,10,40,20,2132.146363,3450.86368,1318.717317
2042,5,10,45,15,2094.474526,3460.180123,1365.705597
2043,5,10,50,10,1967.826702,3430.150386,1462.323684
2044,5,15,5,50,1643.605539,2891.79294,1248.1874
2045,5,15,10,45,1769.724709,3048.6953,1278.970591
2046,5,15,15,40,1835.113823,3161.021854,1325.908031
2047,5,15,20,35,1856.48619,3250.030634,1393.544444
2048,5,15,25,30,1876.654736,3321.847927,1445.193191
2049,5,15,30,25,2051.590555,3377.676851,1326.086295
2050,5,15,35,20,2258.058811,3415.434668,1157.375857
2051,5,15,40,15,2262.153081,3428.905942,1166.752861
2052,5,15,45,10,2097.417104,3403.426228,1306.009124
2053,5,15,50,5,1964.778633,3296.538848,1331.760216
2054,5,20,5,45,1648.524779,2924.287495,1275.762716
2055,5,20,10,40,1775.050955,3078.436878,1303.385923
2056,5,20,15,35,1857.409581,3186.484774,1329.075193
2057,5,20,20,30,1916.80699,3269.668607,1352.861617
2058,5,20,25,25,2150.254641,3333.363309,1183.108668
2059,5,20,30,20,2367.167195,3377.243767,1010.076572
2060,5,20,35,15,2392.407217,3396.089544,1003.682326
2061,5,20,40,10,2231.325295,3376.042927,1144.717632
2062,5,20,45,5,2044.190342,3275.826694,1231.636352
2063,5,25,5,40,1653.122197,2952.147731,1299.025534
2064,5,25,10,35,1780.342841,3103.254288,1322.911447
2065,5,25,15,30,1938.122282,3206.314505,1268.192223
2066,5,25,20,25,2224.774713,3282.144152,1057.369439
2067,5,25,25,20,2436.625301,3334.697172,898.0718707
2068,5,25,30,15,2470.972164,3360.600765,889.6286006
2069,5,25,35,10,2335.539294,3347.154781,1011.615487
2070,5,25,40,5,2127.363221,3254.400625,1127.037404
2071,5,30,5,35,1658.47805,2976.01885,1317.5408
2072,5,30,10,30,1902.199093,3123.279445,1221.080353
2073,5,30,15,25,2260.917158,3219.818385,958.9012272
2074,5,30,20,20,2480.428854,3285.318479,804.8896243
2075,5,30,25,15,2516.3844,3320.8103,804.4258999
2076,5,30,30,10,2405.121605,3315.608908,910.4873033
2077,5,30,35,5,2200.287899,3231.411826,1031.123927
2078,5,35,5,30,1889.419111,2995.946114,1106.527003
2079,5,35,10,25,2219.541043,3137.774655,918.2336116
2080,5,35,15,20,2500.682406,3224.851333,724.1689277
2081,5,35,20,15,2542.932266,3274.208769,731.2765038
2082,5,35,25,10,2447.666456,3279.760182,832.0937262
2083,5,35,30,5,2256.764134,3205.715152,948.9510185
2084,5,40,5,25,2118.436474,3011.149954,892.7134796
2085,5,40,10,20,2455.39935,3144.601293,689.2019429
2086,5,40,15,15,2547.177381,3216.50313,669.325749
2087,5,40,20,10,2469.421275,3237.088477,767.6672025
2088,5,40,25,5,2295.4189,3175.684721,880.2658216
2089,5,45,5,20,2271.822269,3019.51647,747.694201
2090,5,45,10,15,2497.220156,3138.94578,641.7256237
2091,5,45,15,10,2469.019876,3183.293972,714.2740965
2092,5,45,20,5,2317.834584,3138.834853,821.0002689
2093,5,50,5,15,2327.955395,3016.375713,688.4203183
2094,5,50,10,10,2433.873899,3109.628363,675.7544647
2095,5,50,15,5,2325.891597,3090.92656,765.0349628
2096,10,5,10,50,1746.125119,3046.1422,1300.01708
2097,10,5,15,45,1788.992695,3164.161013,1375.168318
2098,10,5,20,40,1797.775679,3259.738858,1461.963179
2099,10,5,25,35,1801.526667,3339.54944,1538.022773
2100,10,5,30,30,1812.631847,3405.717296,1593.085449
2101,10,5,35,25,1916.863273,3457.76297,1540.899698
2102,10,5,40,20,2116.957496,3492.643116,1375.685621
2103,10,5,45,15,2138.553541,3503.364588,1364.811047
2104,10,5,50,10,1992.912811,3474.290201,1481.37739
2105,10,10,5,50,1628.158072,2924.730018,1296.571946
2106,10,10,10,45,1755.373559,3083.671648,1328.29809
2107,10,10,15,40,1814.575711,3197.674695,1383.098984
2108,10,10,20,35,1832.632701,3288.215265,1455.582563
2109,10,10,25,30,1845.84434,3361.526948,1515.682607
2110,10,10,30,25,1977.208735,3418.848758,1441.640023
2111,10,10,35,20,2261.160498,3458.069023,1196.908525
2112,10,10,40,15,2363.366677,3472.851386,1109.484709
2113,10,10,45,10,2180.482137,3448.224715,1267.742578
2114,10,10,50,5,1972.629664,3340.870889,1368.241225
2115,10,15,5,45,1972.629664,3340.870889,1368.241225
2116,10,15,10,40,1759.540387,3115.699353,1356.158966
2117,10,15,15,35,1831.248568,3225.490747,1394.242178
2118,10,15,20,30,1873.665458,3310.259496,1436.594039
2119,10,15,25,25,2077.996887,3375.458159,1297.461272
2120,10,15,30,20,2395.952801,3420.758368,1024.805566
2121,10,15,35,15,2528.659475,3440.838357,912.1788813
2122,10,15,40,10,2366.149994,3421.554611,1055.404616
2123,10,15,45,5,2097.105671,3320.802961,1223.697289
2124,10,20,5,40,1635.259757,2989.675308,1354.415551
2126,10,20,15,30,1877.201309,3247.706989,1370.50568
2127,10,20,20,25,2163.793234,3325.106241,1161.313007
2128,10,20,25,20,2477.582182,3379.072199,901.4900172
2129,10,20,30,15,2600.650046,3406.158108,805.5080622
2130,10,20,35,10,2482.975561,3393.402522,910.4269613
2131,10,20,40,5,2213.312372,3300.054985,1086.742613
2132,10,25,5,35,1638.337687,3015.890408,1377.552721
2133,10,25,10,30,1813.712434,3165.25033,1351.537896
2134,10,25,15,25,2207.545364,3263.516306,1055.970941
2135,10,25,20,20,2517.808257,3330.479507,812.6712492
2136,10,25,25,15,2616.638077,3367.13941,750.5013328
2137,10,25,30,10,2530.537911,3362.58189,832.0439789
2138,10,25,35,5,2296.588694,3277.750484,981.1617907
2139,10,30,5,30,1799.343726,3038.071723,1238.727998
2140,10,30,10,25,2181.022722,3181.961062,1000.93834
2141,10,30,15,20,2535.853194,3270.648742,734.7955478
2142,10,30,20,15,2615.371009,3321.220044,705.8490354
2143,10,30,25,10,2539.919947,3327.408057,787.4881093
2144,10,30,30,5,2344.998769,3252.713594,907.714825
2145,10,35,5,25,2123.874025,3055.351619,931.4775937
2146,10,35,10,20,2500.39114,3190.764311,690.3731711
2147,10,35,15,15,2602.129619,3264.031117,661.9014979
2148,10,35,20,10,2532.978382,3285.309015,752.3306328
2149,10,35,25,5,2365.586826,3223.280783,857.6939564
2150,10,40,5,20,2316.662085,3065.518248,748.8561624
2151,10,40,10,15,2541.369832,3186.696957,645.3271251
2152,10,40,15,10,2511.418968,3231.907576,720.4886078
2153,10,40,20,5,2368.664042,3186.915012,818.2509693
2154,10,45,5,15,2361.781405,3063.766668,701.9852631
2155,10,45,10,10,2460.061936,3158.319234,698.2572981
2156,10,45,15,5,2360.3007,3139.298008,778.9973085
2157,10,50,5,10,2343.260073,3039.08998,695.829907
2158,10,50,10,5,2341.056091,3071.661473,730.6053822
2159,15,5,5,50,1618.858894,2953.192977,1334.334083
2160,15,5,10,45,1748.39643,3113.567006,1365.170576
2161,15,5,15,40,1795.47854,3228.851522,1433.372982
2162,15,5,20,35,1810.411118,3320.711009,1510.299891
2163,15,5,25,30,1824.005913,3395.451292,1571.445378
2164,15,5,30,25,1920.913082,3454.321398,1533.408316
2165,15,5,35,20,2196.990072,3495.160482,1298.170409
2166,15,5,40,15,2328.422122,3511.492113,1183.069991
2167,15,5,45,10,2173.405246,3488.014484,1314.609238
2168,15,5,50,5,1963.859195,3380.506936,1416.647741
2169,15,10,5,45,1621.088918,2989.820082,1368.731164
2170,15,10,10,40,1750.84896,3147.628223,1396.779264
2171,15,10,15,35,1816.623748,3258.853475,1442.229727
2172,15,10,20,30,1848.669933,3345.065801,1496.395868
2173,15,10,25,25,2009.313625,3411.764935,1402.45131
2174,15,10,30,20,2353.560379,3458.594497,1105.034117
2175,15,10,35,15,2549.139085,3480.109468,930.9703827
2176,15,10,40,10,2410.517726,3461.85569,1051.337964
2177,15,10,45,5,2113.549558,3360.863336,1247.313777
2178,15,15,5,40,1623.969352,3022.068007,1398.098655
2179,15,15,10,35,1753.2237,3176.973197,1423.749497
2180,15,15,15,30,1847.513452,3283.330502,1435.81705
2181,15,15,20,25,2097.562806,3362.226028,1264.663222
2182,15,15,25,20,2462.138483,3417.660381,955.5218982
2183,15,15,30,15,2652.127546,3446.087201,793.959655
2184,15,15,35,10,2562.228463,3434.257146,872.0286828
2185,15,15,40,5,2263.158394,3340.590778,1077.432383
2186,15,20,5,35,1626.502239,3050.385596,1423.883358
2187,15,20,10,30,1769.777149,3201.526172,1431.749023
2188,15,20,15,25,2146.196738,3301.36307,1155.166332
2189,15,20,20,20,2519.129939,3369.780273,850.6503338
2190,15,20,25,15,2671.278582,3407.717625,736.4390424
2191,15,20,30,10,2610.875043,3404.002492,793.1274497
2192,15,20,35,5,2363.492038,3318.787915,955.2958762
2193,15,25,5,30,1696.300362,3074.636081,1378.335719
2194,15,25,10,25,2127.611917,3220.345421,1092.733504
2195,15,25,15,20,2548.325338,3310.55757,762.2322324
2196,15,25,20,15,2663.695437,3362.392739,698.6973027
2197,15,25,25,10,2605.191563,3369.372352,764.1807895
2198,15,25,30,5,2412.11456,3294.25145,882.1368903
2199,15,30,5,25,2113.055666,3093.862798,980.8071319
2200,15,30,10,20,2533.160212,3231.067985,697.9077727
2201,15,30,15,15,2645.806207,3305.677336,659.8711287
2202,15,30,20,10,2582.318191,3327.749258,745.4310669
2203,15,30,25,5,2421.576181,3265.284456,843.7082747
2204,15,35,5,20,2361.142031,3105.754635,744.6126037
2205,15,35,10,15,2581.366549,3228.580041,647.2134928
2206,15,35,15,10,2547.185182,3274.687651,727.502469
2207,15,35,20,5,2410.914064,3229.304439,818.3903753
2208,15,40,5,15,2393.18163,3105.369725,712.1880946
2209,15,40,10,10,2482.972294,3201.179217,718.2069227
2210,15,40,15,5,2390.282996,3181.922467,791.6394714
2211,15,45,5,10,2360.58023,3081.45587,720.8756392
2212,15,45,10,5,2361.123487,3114.238095,753.1146078
2213,15,50,5,5,2314.369602,3000.786912,686.4173104
2214,20,5,5,45,1615.763213,3015.479502,1399.716289
2215,20,5,10,40,1751.682125,3174.440654,1422.758529
2216,20,5,15,35,1806.987082,3286.870691,1479.883609
2217,20,5,20,30,1837.613779,3374.459316,1536.845537
2218,20,5,25,25,1956.341292,3442.720033,1486.37874
2219,20,5,30,20,2274.433979,3491.24385,1216.809871
2220,20,5,35,15,2470.631297,3514.441045,1043.809747
2221,20,5,40,10,2355.701278,3497.521057,1141.819778
2222,20,5,45,5,2073.823952,3396.603745,1322.779793
2223,20,10,5,40,1615.757348,3049.555723,1433.798375
2224,20,10,10,35,1749.377311,3205.817084,1456.439773
2225,20,10,15,30,1834.45363,3313.548122,1479.094492
2226,20,10,20,25,2038.569164,3393.931559,1355.362395
2227,20,10,25,20,2412.270999,3450.945972,1038.674973
2228,20,10,30,15,2635.622088,3480.919402,845.2973133
2229,20,10,35,10,2563.65248,3470.286956,906.6344762
2230,20,10,40,5,2260.308232,3376.597381,1116.289149
2231,20,15,5,35,1617.848201,3079.805352,1461.957151
2232,20,15,10,30,1759.393102,3232.463435,1473.070333
2233,20,15,15,25,2090.457383,3333.777434,1243.320051
2234,20,15,20,20,2495.470473,3403.696101,908.2256277
2235,20,15,25,15,2687.676569,3443.068095,755.3915261
2236,20,15,30,10,2643.189625,3440.431271,797.2416461
2237,20,15,35,5,2388.68212,3355.106,966.4238801
2238,20,20,5,30,1623.195759,3105.999044,1482.803285
2239,20,20,10,25,2076.007043,3253.337829,1177.330787
2240,20,20,15,20,2543.109668,3345.04263,801.9329616
2241,20,20,20,15,2691.517304,3398.239993,706.7226892
2242,20,20,25,10,2643.823598,3406.204309,762.3807103
2243,20,20,30,5,2449.980174,3330.901844,880.9216705
2244,20,25,5,25,2087.330874,3127.091087,1039.760213
2245,20,25,10,20,2552.392608,3265.965874,713.5732652
2246,20,25,15,15,2678.85656,3341.94278,663.0862204
2247,20,25,20,10,2617.620924,3364.949096,747.3281717
2248,20,25,25,5,2458.960581,3302.25845,843.2978688
2249,20,30,5,20,2402.615049,3140.670657,738.0556085
2250,20,30,10,15,2616.272383,3265.08195,648.8095668
2251,20,30,15,10,2575.733716,3312.160183,736.4264671
2252,20,30,20,5,2442.06144,3266.553274,824.4918338
2253,20,35,5,15,2419.852602,3141.657432,721.8048308
2254,20,35,10,10,2501.43333,3238.71746,737.2841302
2255,20,35,15,5,2414.086007,3219.334681,805.2486741
2256,20,40,5,10,2375.355272,3118.551087,743.1958144
2257,20,40,10,5,2378.159946,3151.581937,773.4219913
2258,20,45,5,5,2327.164281,3037.496556,710.3322757
2259,25,5,5,40,1612.735999,3072.358269,1459.62227
2260,25,5,10,35,1750.996401,3229.718386,1478.721985
2261,25,5,15,30,1861.251447,3338.738914,1477.487467
2262,25,5,20,25,1990.350231,3420.66483,1430.314599
2263,25,5,25,20,2342.402939,3479.423087,1137.020148
2264,25,5,30,15,2564.546598,3511.191771,946.6451734
2265,25,5,35,10,2496.817763,3502.062704,1005.24494
2266,25,5,40,5,2200.410579,3408.664667,1208.254088
2267,25,10,5,35,1611.91062,3104.436505,1492.525885
2268,25,10,10,30,1768.883259,3258.421584,1489.538326
2269,25,10,15,25,2044.690384,3361.18453,1316.494146
2270,25,10,20,20,2455.234052,3432.706907,977.4728558
2271,25,10,25,15,2672.974632,3473.715458,800.7408258
2272,25,10,30,10,2633.036243,3472.427511,839.3912687
2273,25,10,35,5,2370.921609,3387.283712,1016.362103
2274,25,15,5,30,1612.921777,3132.502366,1519.580589
2275,25,15,10,25,2037.079747,3281.343976,1244.264229
2276,25,15,15,20,2525.480336,3374.566989,849.086653
2277,25,15,20,15,2703.224579,3429.271952,726.0473739
2278,25,15,25,10,2660.066494,3438.450247,778.3837535
2279,25,15,30,5,2457.443857,3363.231787,905.7879295
2280,25,20,5,25,2056.103296,3155.422584,1099.319287
2281,25,20,10,20,2560.149665,3295.901062,735.751397
2282,25,20,15,15,2703.260753,3373.320287,670.0595339
2283,25,20,20,10,2641.291413,3397.439779,756.1483664
2284,25,20,25,5,2477.198475,3334.756323,857.5578483
2285,25,25,5,20,2440.165261,3170.687301,730.5220399
2286,25,25,10,15,2646.381466,3296.674545,650.2930784
2287,25,25,15,10,2597.764495,3344.838408,747.0739126
2288,25,25,20,5,2461.663745,3299.199525,837.5357809
2289,25,30,5,15,2440.682361,3173.076751,732.3943895
2290,25,30,10,10,2515.014633,3271.425068,756.4104356
2291,25,30,15,5,2431.074386,3252.05411,820.9797241
2292,25,35,5,10,2386.851172,3150.839042,763.9878695
2293,25,35,10,5,2391.406841,3184.189459,792.7826184
2294,25,40,5,5,2338.158937,3069.485079,731.326142
2295,30,5,5,35,1643.582509,3124.570347,1480.987838
2296,30,5,10,30,1876.672308,3279.77222,1403.099912
2297,30,5,15,25,2010.867127,3384.020626,1373.153499
2298,30,5,20,20,2404.604334,3457.300166,1052.695831
2299,30,5,25,15,2404.604334,3457.300166,1052.695831
2300,30,5,30,10,2588.318443,3500.551561,912.2331179
2301,30,5,35,5,2313.113694,3415.89944,1102.785746
2302,30,10,5,30,1669.160278,3154.485994,1485.325716
2303,30,10,10,25,2013.320108,3304.773744,1291.453637
2304,30,10,15,20,2499.642899,3399.597054,899.9541546
2305,30,10,20,15,2702.246478,3455.999447,753.7529683
2306,30,10,25,10,2658.781193,3466.654759,807.8735655
2307,30,10,30,5,2437.903221,3391.805113,953.9018914
2308,30,15,5,25,2437.903221,3391.805113,953.9018914
2309,30,15,10,20,2437.903221,3391.805113,953.9018914
2310,30,15,15,15,2721.101064,3400.299841,679.1987765
2311,30,15,20,10,2656.313197,3425.748074,769.4348773
2312,30,15,25,5,2477.979908,3363.326032,885.3461235
2313,30,20,5,20,2473.71493,3196.214208,722.4992787
2314,30,20,10,15,2672.439086,3323.82228,651.383194
2315,30,20,15,10,2614.460086,3373.228161,758.7680748
2316,30,20,20,5,2470.330685,3327.773289,857.4426044
2317,30,25,5,15,2455.258249,3200.060246,744.8019974
2318,30,25,10,10,2523.621277,3299.782169,776.1608911
2319,30,25,15,5,2441.195875,3280.589962,839.3940871
2320,30,30,5,10,2394.665659,3178.766893,784.1012334
2321,30,30,10,5,2400.486841,3212.544151,812.0573102
2322,30,35,5,5,2346.823932,3097.202169,750.3782373
2323,35,5,5,30,1837.995748,3172.29968,1334.303932
2324,35,5,10,25,2001.929214,3324.046823,1322.117609
2325,35,5,15,20,2468.838915,3420.606039,951.7671238
2326,35,5,20,15,2691.372187,3478.936875,787.5646875
2327,35,5,25,10,2644.301479,3491.363604,847.0621249
2328,35,5,30,5,2398.436972,3417.185437,1018.748465
2329,35,10,5,25,2016.084221,3198.914222,1182.830001
2330,35,10,10,20,2553.085595,3342.649542,789.563947
2331,35,10,15,15,2734.321267,3423.372533,689.0512663
2332,35,10,20,10,2665.762461,3450.399775,784.6373147
2333,35,10,25,5,2464.783143,3388.513271,923.7301277
2334,35,15,5,20,2503.408682,3217.658928,714.2502461
2335,35,15,10,15,2695.315351,3346.987768,651.6724167
2336,35,15,15,10,2627.148064,3397.832159,770.6840943
2337,35,15,20,5,2469.263241,3352.800493,883.5372525
2338,35,20,5,15,2463.492206,3223.03445,759.5422443
2339,35,20,10,10,2527.263814,3324.263346,796.9995325
2340,35,20,15,5,2444.662288,3305.445444,860.783156
2341,35,25,5,10,2398.560506,3202.77304,804.212534
2342,35,25,10,5,2405.227225,3237.121544,831.8943184
2343,35,30,5,5,2352.814526,3121.087168,768.2726421
2344,40,5,5,25,2013.026981,3214.849005,1201.822025
2345,40,5,10,20,2543.223266,3360.358024,817.1347582
2346,40,5,15,15,2744.826725,3443.033715,698.2069905
2347,40,5,20,10,2672.645747,3471.922852,799.2771054
2348,40,5,25,5,2445.11495,3410.864719,965.7497696
2349,40,10,5,20,2529.330796,3235.433627,706.1028313
2350,40,10,10,15,2715.909879,3366.636012,650.7261338
2351,40,10,15,10,2637.182492,3419.153637,781.9711445
2352,40,10,20,5,2460.44888,3374.806394,914.357514
2353,40,15,5,15,2465.392743,3242.426166,777.0334228
2354,40,15,10,10,2465.392743,3242.426166,777.0334228
2355,40,15,15,5,2441.799405,3327.12155,885.3221442
2356,40,20,5,10,2398.364631,3223.293021,824.9283894
2357,40,20,10,5,2398.364631,3223.293021,824.9283894
2358,40,25,5,5,2398.364631,3223.293021,824.9283894
2359,45,5,5,20,2551.481323,3249.959942,698.47862
2360,45,5,10,15,2735.173165,3383.237786,648.0646205
2361,45,5,15,10,2645.976891,3437.699576,791.7226851
2362,45,5,20,5,2447.480955,3394.31891,946.8379552
2363,45,10,5,15,2461.01288,3258.667313,797.6544326
2364,45,10,10,10,2519.776632,3363.494253,843.7176211
2365,45,10,15,5,2433.012502,3346.120569,913.1080677
2366,45,15,5,10,2393.940884,3240.764295,846.8234102
2367,45,15,10,5,2401.414882,3276.831898,875.4170152
2368,45,20,5,5,2355.931813,3159.097488,803.1656745
2369,50,5,5,15,2450.734907,3272.198716,821.4638086
2370,50,5,10,10,2509.164445,3379.201897,870.0374516
2371,50,5,15,5,2418.863202,3362.94943,944.086228
2372,50,10,5,10,2385.239079,3255.630258,870.3911785
2373,50,10,10,5,2392.83327,3292.912394,900.0791238
2374,50,15,5,5,2352.811064,3174.093736,821.2826715
2375,5,5,10,50,1713.186925,3229.629017,1516.442092
2376,5,5,15,45,1786.523864,3351.204522,1564.680658
2377,5,5,20,40,1801.948814,3446.511575,1644.562761
2378,5,5,25,35,1799.887957,3523.789339,1723.901382
2379,5,5,30,30,1794.717717,3586.117803,1791.400087
2380,5,5,35,25,2091.492976,3633.658019,1542.165044
2381,5,5,40,20,2176.515358,3663.786927,1487.271569
2382,5,5,45,15,2042.707493,3669.695072,1626.987579
2383,5,5,50,10,1911.85085,3635.493895,1723.643044
2384,5,10,5,50,1612.645458,3085.99804,1473.352582
2385,5,10,10,45,1719.753715,3253.253764,1533.500049
2386,5,10,15,40,1798.432414,3368.970415,1570.538001
2387,5,10,20,35,1820.8501,3457.703817,1636.853717
2388,5,10,25,30,1836.427236,3527.180781,1690.753544
2389,5,10,30,25,2233.940485,3579.549037,1345.608552
2390,5,10,35,20,2399.304996,3613.287902,1213.982906
2391,5,10,40,15,2289.839846,3622.391754,1332.551908
2392,5,10,45,10,2057.609423,3591.829597,1534.220174
2393,5,10,50,5,1949.532467,3477.038833,1527.506366
2394,5,15,5,45,1620.554678,3108.198779,1487.644101
2395,5,15,10,40,1724.142935,3270.664264,1546.521329
2396,5,15,15,35,1818.32003,3380.507375,1562.187345
2397,5,15,20,30,1926.364787,3462.102935,1535.738148
2398,5,15,25,25,2369.527687,3522.329518,1152.80183
2399,5,15,30,20,2526.318667,3561.715342,1035.396675
2400,5,15,35,15,2456.44266,3575.454428,1119.011768
2401,5,15,40,10,2229.329086,3549.539689,1320.210603
2402,5,15,45,5,2049.492327,3440.998057,1391.50573
2403,5,20,5,40,1628.007145,3125.140076,1497.132931
2404,5,20,10,35,1728.325091,3282.702329,1554.377238
2405,5,20,15,30,2029.201907,3386.08909,1356.887183
2406,5,20,20,25,2439.717582,3459.114409,1019.396827
2407,5,20,25,20,2563.912303,3507.128913,943.2166096
2408,5,20,30,15,2520.759234,3527.473043,1006.713809
2409,5,20,35,10,2340.992141,3507.544745,1166.552604
2410,5,20,40,5,2143.097957,3406.073663,1262.975707
2411,5,25,5,35,1849.171583,3137.581056,1288.409473
2412,5,25,10,30,2064.457145,3289.580717,1225.123572
2413,5,25,15,25,2458.446982,3385.083997,926.6370155
2414,5,25,20,20,2574.376699,3446.631534,872.2548344
2415,5,25,25,15,2539.725082,3476.504729,936.7796473
2416,5,25,30,10,2395.887682,3464.445259,1068.557577
2417,5,25,35,5,2208.626219,3371.222902,1162.596683
2418,5,30,5,30,2103.278182,3145.669207,1042.391024
2419,5,30,10,25,2382.821734,3290.636077,907.8143426
2420,5,30,15,20,2555.981814,3375.392106,819.4102912
2421,5,30,20,15,2537.041226,3419.655372,882.614146
2422,5,30,25,10,2415.292512,3418.316475,1003.023963
2423,5,30,30,5,2246.339822,3335.092891,1088.753069
2424,5,35,5,25,2238.971623,3148.71297,909.741347
2425,5,35,10,20,2455.328322,3283.785547,828.4572248
2426,5,35,15,15,2502.418432,3352.10114,849.6827088
2427,5,35,20,10,2410.15465,3366.291384,956.1367343
2428,5,35,25,5,2262.016267,3295.818598,1033.802331
2429,5,40,5,20,2272.458287,3144.665331,872.2070439
2430,5,40,10,15,2405.022001,3264.225351,859.2033495
2431,5,40,15,10,2380.89319,3303.58645,922.6932596
