Composition_ID,Mo_mp,Nb_mp,Ti_mp,Zr_mp,T_eutectic,T_solvus,difference
2432,5,40,20,5,2261.939685,3250.613188,988.6735031
2433,5,45,5,15,2253.577184,3128.879448,875.3022638
2434,5,45,10,10,2320.138542,3220.651344,900.5128018
2435,5,45,15,5,2250.518086,3194.811341,944.2932548
2436,5,50,5,10,2225.974809,3090.491598,864.5167896
2437,5,50,10,5,2228.92022,3119.070308,890.1500884
2438,10,5,5,50,1596.851233,3113.363237,1516.512004
2439,10,5,10,45,1708.41858,3281.480454,1573.061874
2440,10,5,15,40,1779.108461,3397.894264,1618.785802
2441,10,5,20,35,1797.943871,3487.393626,1689.449755
2442,10,5,25,30,1815.919523,3557.779661,1741.860139
2443,10,5,30,25,2135.365555,3611.20945,1475.843895
2444,10,5,35,20,2386.998864,3646.11856,1259.119697
2445,10,5,40,15,2351.239416,3656.379988,1305.140572
2446,10,5,45,10,2095.110272,3626.678937,1531.568664
2447,10,5,50,5,1948.035214,3511.678384,1563.64317
2448,10,10,5,45,1602.918944,3137.320055,1534.40111
2449,10,10,10,40,1711.633393,3300.837154,1589.203761
2450,10,10,15,35,1800.590024,3411.559425,1610.969401
2451,10,10,20,30,1860.448964,3494.062927,1633.613963
2452,10,10,25,25,2297.70301,3555.281681,1257.578671
2453,10,10,30,20,2576.040946,3595.723359,1019.682413
2454,10,10,35,15,2591.170627,3610.477348,1019.306721
2455,10,10,40,10,2343.006658,3585.271595,1242.264937
2456,10,10,45,5,2102.754002,3476.392898,1373.638896
2457,10,15,5,40,1608.6091,3156.217182,1547.608082
2458,10,15,10,35,1714.48149,3314.966049,1600.484558
2459,10,15,15,30,1901.413538,3419.345713,1517.932175
2460,10,15,20,25,2404.613341,3493.341019,1088.727678
2461,10,15,25,20,2630.412076,3542.326905,911.914829
2462,10,15,30,15,2652.132493,3563.564218,911.4317242
2463,10,15,35,10,2477.354706,3544.207801,1066.853095
2464,10,15,40,5,2233.001378,3442.280844,1209.279466
2465,10,20,5,35,1682.850482,3170.690517,1487.840035
2466,10,20,10,30,1943.639935,3323.963112,1380.323177
2467,10,20,15,25,2457.04015,3420.502777,963.4626263
2468,10,20,20,20,2635.165903,3482.986971,847.8210683
2469,10,20,25,15,2637.789584,3513.663546,875.873962
2470,10,20,30,10,2508.22214,3502.060717,993.8385768
2471,10,20,35,5,2303.252374,3408.277142,1105.024768
2472,10,25,5,30,2097.942265,3180.780121,1082.837856
2473,10,25,10,25,2420.122091,3327.055568,906.9334777
2474,10,25,15,20,2616.868526,3412.806817,795.938291
2475,10,25,20,15,2608.120038,3457.836403,849.7163654
2476,10,25,25,10,2494.282226,3456.872368,962.5901422
2477,10,25,30,5,2327.583108,3373.003187,1045.420079
2478,10,30,5,25,2293.064232,3185.696676,892.6324435
2479,10,30,10,20,2513.337862,3322.047298,808.7094368
2480,10,30,15,15,2553.552161,3391.191718,837.6395577
2481,10,30,20,10,2462.887501,3405.730708,942.8432079
2482,10,30,25,5,2323.977057,3334.561464,1010.584407
2483,10,35,5,20,2314.674022,3183.292412,868.6183896
2484,10,35,10,15,2435.469388,3303.992228,868.5228401
2485,10,35,15,10,2413.94949,3343.782683,929.8331928
2486,10,35,20,5,2306.515286,3290.119673,983.6043873
2487,10,40,5,15,2306.515286,3290.119673,983.6043873
2488,10,40,10,10,2339.80474,3261.349751,921.5450111
2489,10,40,15,5,2281.500824,3234.94047,953.4396465
2491,10,45,10,5,2249.992546,3159.544903,909.5523562
2492,10,50,5,5,2213.90225,3037.105348,823.2030975
2493,15,5,5,45,1594.420591,3161.014914,1566.594323
2494,15,5,10,40,1706.667409,3325.113136,1618.445726
2495,15,5,15,35,1794.206305,3436.50153,1642.295225
2496,15,5,20,30,1836.89492,3519.885204,1682.990285
2497,15,5,25,25,2197.531524,3582.204627,1384.673103
2498,15,5,30,20,2507.586571,3623.914602,1116.328031
2499,15,5,35,15,2554.581672,3639.974717,1085.393045
2500,15,5,40,10,2324.729391,3615.82187,1291.092479
2501,15,5,45,5,2085.491366,3506.963595,1421.47223
2502,15,10,5,40,1596.765329,3181.689283,1584.923955
2503,15,10,10,35,1706.587174,3341.25232,1634.665146
2504,15,10,15,30,1850.102046,3446.482992,1596.380945
2505,15,10,20,25,2334.830999,3521.476737,1186.645739
2506,15,10,25,20,2627.636516,3571.588105,943.9515891
2507,15,10,30,15,2689.362429,3593.966124,904.6036958
2508,15,10,35,10,2524.700333,3575.493318,1050.792986
2509,15,10,40,5,2266.536274,3473.448528,1206.912255
2510,15,15,5,35,1601.09892,3198.055876,1596.956956
2511,15,15,10,30,1840.998533,3352.317645,1511.319112
2512,15,15,15,25,2419.127501,3449.818911,1030.69141
2513,15,15,20,20,2659.159335,3513.321384,854.1620496
2514,15,15,25,15,2691.113182,3544.996769,853.8835873
2515,15,15,30,10,2571.041517,3534.125095,963.0835784
2516,15,15,35,5,2358.272049,3440.095643,1081.823594
2517,15,20,5,30,2059.147265,3210.048387,1150.901123
2518,15,20,10,25,2427.419852,3357.429853,930.0100011
2519,15,20,15,20,2657.731983,3444.164434,786.4324511
2520,15,20,20,15,2659.203983,3490.09067,830.8866874
2521,15,20,25,10,2548.133531,3489.730926,941.5973954
2522,15,20,30,5,2384.317554,3405.503779,1021.186226
2523,15,25,5,25,2342.934667,3216.780958,873.846291
2524,15,25,10,20,2564.270808,3354.281607,790.0107987
2525,15,25,15,15,2596.130236,3424.300717,828.1704806
2526,15,25,20,10,2503.476235,3439.360672,935.8844361
2527,15,25,25,5,2371.897523,3367.747302,995.8497798
2528,15,30,5,20,2351.490692,3216.005659,864.5149672
2529,15,30,10,15,2460.188183,3337.78519,877.5970063
2530,15,30,15,10,2441.066128,3378.101949,937.0358215
2531,15,30,20,5,2343.629741,3323.954743,980.3250025
2532,15,35,5,15,2300.126271,3202.817108,902.6908374
2533,15,35,10,10,2357.514301,3296.162999,938.6486984
2534,15,35,15,5,2309.123679,3269.326182,960.2025031
2535,15,40,5,10,2260.630883,3165.908463,905.2775801
2536,15,40,10,5,2270.376276,3194.260819,923.8845433
2537,15,45,5,5,2225.083159,3071.588809,846.5056501
2538,20,5,5,40,1592.441168,3201.801502,1609.360334
2539,20,5,10,35,1705.249569,3361.910613,1656.661044
2540,20,5,15,30,1874.473879,3467.932705,1593.458826
2541,20,5,20,25,2253.796895,3544.016373,1290.219477
2542,20,5,25,20,2578.374394,3595.455808,1017.081413
2543,20,5,30,15,2647.524414,3619.259212,971.7347982
2544,20,5,35,10,2484.451986,3602.008503,1117.556517
2545,20,5,40,5,2230.641844,3500.196111,1269.554267
2546,20,10,5,35,1592.444714,3219.992763,1627.548049
2547,20,10,10,30,1802.14097,3375.04791,1572.90694
2548,20,10,15,25,2365.380622,3473.506114,1108.125492
2549,20,10,20,20,2658.449475,3538.161932,879.7124573
2550,20,10,25,15,2708.55456,3571.071773,862.517213
2551,20,10,30,10,2586.661407,3561.234197,974.5727902
2552,20,10,35,5,2366.846272,3467.287233,1100.440961
2553,20,15,5,30,2004.737906,3233.846715,1229.108809
2554,20,15,10,25,2413.002266,3382.206693,969.2044265
2555,20,15,15,20,2682.947154,3469.972317,787.0251633
2556,20,15,20,15,2693.895464,3516.969969,823.0745056
2557,20,15,25,10,2578.392743,3517.474901,939.0821573
2558,20,15,30,5,2410.405808,3433.191878,1022.78607
2559,20,20,5,25,2386.622909,3242.38377,855.7608613
2560,20,20,10,20,2607.178728,3380.971034,773.7923059
2561,20,20,15,15,2630.274217,3451.960703,821.686486
2562,20,20,20,10,2531.560323,3467.748514,936.1881911
2563,20,20,25,5,2401.487115,3395.960099,994.472984
2564,20,25,5,20,2379.625199,3243.257674,863.6324746
2565,20,25,10,15,2477.565938,3366.112391,888.5464522
2566,20,25,15,10,2460.649048,3407.092364,946.4433154
2567,20,25,20,5,2370.24936,3352.68679,982.4374301
2568,20,30,5,15,2370.24936,3352.68679,982.4374301
2569,20,30,10,10,2371.548758,3325.614741,954.0659825
2570,20,30,15,5,2331.086648,3298.517753,967.4311044
2571,20,35,5,10,2275.819713,3195.384406,919.5646932
2572,20,35,10,5,2288.236081,3223.742835,935.5067541
2573,20,40,5,5,2241.161234,3100.866243,859.7050097
2574,25,5,5,35,1734.235734,3236.82583,1502.590096
2575,25,5,10,30,1887.566316,3392.568676,1505.00236
2576,25,5,15,25,1887.566316,3392.568676,1505.00236
2577,25,5,20,20,2641.570118,3558.036649,916.4665308
2578,25,5,25,15,2698.50918,3592.451904,893.9427239
2579,25,5,30,10,2567.424749,3583.976391,1016.551642
2580,25,5,35,5,2334.631356,3490.451692,1155.820336
2581,25,10,5,30,1961.493649,3252.547889,1291.05424
2582,25,10,10,25,2390.372307,3401.835534,1011.463227
2583,25,10,15,20,2697.825352,3490.735846,792.9104935
2584,25,10,20,15,2716.943963,3539.019872,822.0759096
2585,25,10,25,10,2591.576169,3540.677615,949.1014464
2586,25,10,30,5,2408.27749,3456.653753,1048.376263
2587,25,15,5,25,2424.314193,3262.915723,838.6015302
2588,25,15,10,20,2643.268353,3402.592095,759.3237414
2589,25,15,15,15,2657.578958,3474.695571,817.1166132
2590,25,15,20,10,2549.208908,3491.450103,942.2411954
2591,25,15,25,5,2412.4611,3419.771144,1007.310044
2592,25,20,5,20,2397.659366,3265.487884,867.828518
2593,25,20,10,15,2487.205981,3389.470027,902.2640456
2594,25,20,15,10,2472.312777,3431.288608,958.9758313
2595,25,20,20,5,2385.356364,3376.869849,991.5134849
2596,25,25,5,15,2328.370619,3255.10251,926.7318908
2597,25,25,10,10,2380.998842,3350.212597,969.2137548
2598,25,25,15,5,2380.998842,3350.212597,969.2137548
2599,25,30,5,10,2287.905128,3220.007404,932.1022751
2600,25,30,10,5,2302.465068,3248.497667,946.0325998
2601,25,35,5,5,2255.384311,3125.408411,870.0241008
2602,30,5,5,30,1943.083048,3266.534394,1323.451345
2603,30,5,10,25,2368.52966,3416.771976,1048.242316
2604,30,5,15,20,2706.95737,3506.961571,800.0042014
2605,30,5,20,15,2732.70139,3556.782795,824.0814053
2606,30,5,25,10,2596.402802,3559.906285,963.5034826
2607,30,5,30,5,2388.423368,3476.468138,1088.04477
2608,30,10,5,25,2456.411938,3278.788985,822.3770467
2609,30,10,10,20,2674.38875,3419.620138,745.2313878
2610,30,10,15,15,2679.962512,3493.024391,813.0618785
2611,30,10,20,10,2559.473042,3511.013649,951.5406065
2612,30,10,25,5,2407.161153,3439.742656,1032.581502
2613,30,15,5,20,2405.139315,3283.130864,877.991549
2614,30,15,10,15,2489.107157,3408.347488,919.2403312
2615,30,15,15,10,2476.060322,3451.21621,975.1558882
2616,30,15,20,5,2388.991437,3397.047483,1008.056046
2617,30,20,5,15,2333.386028,3274.272199,940.8861716
2618,30,20,10,10,2385.375069,3370.453375,985.0783055
2619,30,20,15,5,2354.148084,3343.439631,989.291547
2620,30,25,5,10,2296.22659,3240.236004,944.0094143
2621,30,25,10,5,2312.442003,3269.018876,956.5768735
2622,30,30,5,5,2267.050347,3145.671339,878.6209922
2625,35,5,15,15,2699.406419,3507.464726,808.0583071
2626,35,5,20,10,2565.855395,3526.983232,961.1278368
2627,35,5,25,5,2390.930695,3456.431436,1065.500741
2628,35,10,5,20,2401.854071,3296.622427,894.7683557
2629,35,10,10,15,2483.324285,3423.231496,939.9072105
2630,35,10,15,10,2471.927644,3467.395373,995.4677288
2631,35,10,20,5,2381.672851,3413.75655,1032.083698
2632,35,15,5,15,2331.886516,3289.389817,957.503301
2633,35,15,10,10,2384.38604,3386.82747,1002.44143
2634,35,15,15,5,2354.637639,3360.204998,1005.567358
2635,35,20,5,10,2300.380977,3256.521537,956.1405607
2636,35,20,10,5,2317.841649,3285.791169,967.9495205
2637,35,25,5,5,2275.721837,3162.101572,886.3797348
2638,40,5,5,20,2387.49506,3306.404181,918.9091203
2639,40,5,10,15,2470.264072,3434.609601,964.3455292
2640,40,5,15,10,2460.167223,3480.344527,1020.177305
2641,40,5,20,5,2364.191268,3427.530898,1063.33963
2642,40,10,5,15,2323.581931,3300.902926,977.3209951
2643,40,10,10,10,2377.878653,3399.822765,1021.944112
2644,40,10,15,5,2347.699837,3373.854037,1026.154199
2645,40,15,5,10,2300.109544,3269.312906,969.2033617
2646,40,15,10,5,2318.507614,3299.29436,980.7867452
2647,40,20,5,5,2281.136573,3175.140754,894.0041813
2648,45,5,5,15,2308.24619,3309.264012,1001.017822
2649,45,5,10,10,2366.031961,3409.928209,1043.896248
2650,45,5,15,5,2333.368476,3384.895827,1051.527351
2651,45,10,5,10,2295.256433,3279.060746,983.8043126
2652,45,10,10,5,2314.387921,3310.007128,995.6192068
2653,45,15,5,5,2283.150994,3185.229802,902.0788084
2654,50,5,5,10,2285.844566,3286.221166,1000.3766
2655,50,5,10,5,2305.558293,3318.410689,1012.852397
2656,50,10,5,5,2281.719222,3192.812813,911.0935904
2657,5,5,5,50,1587.138978,3273.294947,1686.155969
2658,5,5,10,45,1676.272374,3447.164903,1770.892528
2659,5,5,15,40,1761.722778,3561.359712,1799.636934
2660,5,5,20,35,1796.954091,3644.648103,1847.694011
2661,5,5,25,30,1800.0893,3706.785757,1906.696457
2662,5,5,30,25,2434.25372,3751.125705,1316.871985
2663,5,5,35,20,2509.253682,3776.912807,1267.659125
2664,5,5,40,15,2291.515607,3778.577432,1487.061825
2665,5,5,45,10,2028.864733,3741.097554,1712.232821
2666,5,5,50,5,1939.191967,3618.747867,1679.555901
2667,5,10,5,45,1597.113449,3282.438952,1685.325502
2668,5,10,10,40,1681.800494,3449.484703,1767.684209
2669,5,10,15,35,1775.432314,3556.44621,1781.013896
2670,5,10,20,30,2209.39444,3631.660468,1422.266028
2671,5,10,25,25,2568.681124,3683.913941,1115.232817
2672,5,10,30,20,2640.779333,3714.853856,1074.074524
2673,5,10,35,15,2514.943257,3720.337006,1205.393749
2674,5,10,40,10,2271.290313,3686.571863,1415.28155
2675,5,10,45,5,2093.838206,3569.765776,1475.92757
2676,5,15,5,40,2093.838206,3569.765776,1475.92757
2677,5,15,10,35,1824.622667,3446.370923,1621.748257
2678,5,15,15,30,2325.646233,3545.681465,1220.035232
2679,5,15,20,25,2592.007726,3611.537731,1019.530005
2680,5,15,25,20,2624.790755,3651.074533,1026.283778
2681,5,15,30,15,2539.721106,3662.641666,1122.92056
2682,5,15,35,10,2368.456566,3634.104137,1265.64757
2683,5,15,40,5,2193.098997,3523.700716,1330.601718
2684,5,20,5,35,2108.611777,3285.007697,1176.39592
2685,5,20,10,30,2319.247711,3438.125983,1118.878272
2686,5,20,15,25,2556.381114,3528.518659,972.1375456
2687,5,20,20,20,2589.990199,3582.247478,992.2572798
2688,5,20,25,15,2516.389201,3603.238952,1086.84975
2689,5,20,30,10,2381.916468,3582.057237,1200.140769
2690,5,20,35,5,2230.5843,3479.324833,1248.740533
2691,5,25,5,30,2238.872967,3279.540642,1040.667675
2692,5,25,10,25,2417.212502,3424.177203,1006.964701
2693,5,25,15,20,2507.64049,3502.937883,995.2973929
2694,5,25,20,15,2469.118852,3538.844771,1069.72592
2695,5,25,25,10,2361.558768,3528.231139,1166.67237
2696,5,25,30,5,2232.714309,3435.083827,1202.369518
2697,5,30,5,25,2241.451863,3269.063971,1027.612108
2698,5,30,10,20,2351.175974,3402.52599,1051.350015
2699,5,30,15,15,2380.930162,3464.085299,1083.155137
2700,5,30,20,10,2321.161632,3469.410387,1148.248755
2701,5,30,25,5,2217.154837,3388.877671,1171.722834
2702,5,35,5,20,2197.402788,3251.62216,1054.219372
2703,5,35,10,15,2266.429045,3368.430204,1102.00116
2704,5,35,15,10,2262.98616,3400.316793,1137.330633
2705,5,35,20,5,2194.899888,3337.619368,1142.71948
2706,5,40,5,15,2181.827494,3222.637176,1040.809681
2707,5,40,10,10,2209.115718,3310.570043,1101.454326
2708,5,40,15,5,2189.569311,3276.212807,1086.643496
2709,5,45,5,10,2185.360789,3171.23985,985.8790608
2710,5,45,10,5,2187.562646,3194.581676,1007.01903
2711,5,50,5,5,2184.803582,3064.509092,879.7055099
2712,10,5,5,45,1581.732207,3303.672629,1721.940422
2713,10,5,10,40,1670.830842,3470.589124,1799.758282
2714,10,5,15,35,1769.724215,3577.602622,1807.878407
2715,10,5,20,30,1997.856448,3653.158821,1655.302373
2716,10,5,25,25,2513.256734,3706.030087,1192.773353
2717,10,5,30,20,2662.61296,3737.803744,1075.190784
2718,10,5,35,15,2586.254132,3744.219021,1157.964889
2719,10,5,40,10,2335.813346,3711.241141,1375.427795
2720,10,5,45,5,2133.476887,3594.445282,1460.968395
2721,10,10,5,40,1588.043982,3309.013701,1720.96972
2722,10,10,10,35,1673.911811,3469.482154,1795.570342
2723,10,10,15,30,2194.383893,3569.057208,1374.673316
2724,10,10,20,25,2605.428063,3635.389691,1029.961628
2725,10,10,25,20,2699.175651,3675.584875,976.4092236
2726,10,10,30,15,2649.559579,3687.889788,1038.330209
2727,10,10,35,10,2483.2243,3659.941011,1176.716711
2728,10,10,40,5,2281.444398,3549.37341,1267.929011
2729,10,15,5,35,2062.536374,3309.821415,1247.285041
2730,10,15,10,30,2309.879079,3463.302672,1153.423593
2731,10,15,15,25,2619.23792,3554.090733,934.852813
2732,10,15,20,20,2668.57623,3608.333349,939.7571196
2733,10,15,25,15,2604.157569,3629.887812,1025.730244
2734,10,15,30,10,2476.240645,3609.10994,1132.869296
2735,10,15,35,5,2319.317574,3506.046198,1186.728624
2736,10,20,5,30,2305.136414,3306.227112,1001.090699
2737,10,20,10,25,2495.180816,3451.367221,956.186405
2738,10,20,15,20,2575.580648,3530.56553,954.9848816
2739,10,20,20,15,2531.300076,3566.896142,1035.596067
2740,10,20,25,10,2427.227378,3556.523452,1129.296073
2741,10,20,30,5,2305.188965,3462.890367,1157.701402
2742,10,25,5,25,2291.289125,3297.535837,1006.246712
2743,10,25,10,20,2388.526865,3431.567774,1043.040909
2744,10,25,15,15,2414.925784,3493.488564,1078.56278
2745,10,25,20,10,2364.238342,3498.931529,1134.693187
2746,10,25,25,5,2272.043673,3417.781037,1145.737364
2747,10,30,5,20,2227.449491,3281.692279,1054.242788
2748,10,30,10,15,2290.501874,3399.032356,1108.530482
2749,10,30,15,10,2290.708176,3430.999672,1140.291496
2751,10,35,5,15,2188.075128,3253.999261,1065.924133
2752,10,35,10,10,2219.635664,3342.236,1122.600337
2753,10,35,15,5,2205.561812,3307.175748,1101.613937
2754,10,40,5,10,2193.69674,3203.394562,1009.697821
2755,10,40,10,5,2199.408612,3226.326397,1026.917785
2756,10,45,5,5,2194.247085,3096.484874,902.2377893
2757,15,5,5,40,1590.265195,3325.933225,1735.66803
2758,15,5,10,35,1684.278569,3486.292738,1802.014169
2759,15,5,15,30,2068.959601,3586.112419,1517.152818
2760,15,5,20,25,2573.753797,3653.06151,1079.307714
2761,15,5,25,20,2703.171608,3694.165068,990.9934603
2762,15,5,30,15,2660.979106,3707.533883,1046.554777
2763,15,5,35,10,2489.871135,3680.547538,1190.676403
2764,15,5,40,5,2286.286794,3570.200513,1283.913719
2765,15,10,5,35,1974.617499,3328.569378,1353.951879
2766,15,10,10,30,2252.365881,3482.224982,1229.859101
2767,15,10,15,25,2643.367034,3573.439432,930.0723979
2768,15,10,20,20,2714.691842,3628.373231,913.6813881
2769,15,10,25,15,2653.854211,3650.766618,996.912407
2770,15,10,30,10,2520.577478,3630.731562,1110.154084
2771,15,10,35,5,2357.367205,3527.701207,1170.334002
2772,15,15,5,30,2359.931034,3326.83959,966.9085558
2773,15,15,10,25,2559.131675,3472.364848,913.2331723
2774,15,15,15,20,2629.149248,3552.080306,922.9310577
2775,15,15,20,15,2629.149248,3552.080306,922.9310577
2776,15,15,25,10,2629.149248,3552.080306,922.9310577
2777,15,15,30,5,2350.117066,3485.43164,1135.314575
2778,15,20,5,25,2328.292808,3319.950129,991.6573206
2779,15,20,10,20,2414.458569,3454.498952,1040.040383
2780,15,20,15,15,2438.266094,3516.905722,1078.639628
2781,15,20,20,10,2395.574606,3522.707031,1127.132425
2782,15,20,25,5,2313.13955,3441.246169,1128.106619
2783,15,25,5,20,2251.161396,3305.749146,1054.58775
2784,15,25,10,15,2310.987445,3423.628203,1112.640758
2785,15,25,15,10,2313.960811,3455.840645,1141.879834
2786,15,25,20,5,2268.998568,3391.991548,1122.99298
2787,15,30,5,15,2200.938219,3279.422584,1078.484365
2788,15,30,10,10,2241.505351,3368.024185,1126.518834
2789,15,30,15,5,2225.348738,3332.46092,1107.112182
2790,15,35,5,10,2192.757904,3229.717509,1036.959606
2791,15,35,10,5,2201.874046,3252.351533,1050.477488
2792,15,40,5,5,2195.601228,3122.777737,927.1765089
2793,20,5,5,35,1911.965165,3341.617129,1429.651964
2794,20,5,10,30,2198.420139,3495.356038,1296.935899
2795,20,5,15,25,2647.663116,3587.091864,939.4287474
2796,20,5,20,20,2740.979897,3642.936688,901.9567915
2797,20,5,25,15,2679.679968,3666.473202,986.7932348
2798,20,5,30,10,2529.640231,3647.537318,1117.897087
2799,20,5,35,5,2351.299843,3544.909657,1193.609813
2800,20,10,5,30,2404.140881,3341.789626,937.6487451
2801,20,10,10,25,2610.245197,3487.663298,877.4181008
2802,20,10,15,20,2670.634715,3568.028962,897.3942471
2803,20,10,20,15,2607.597271,3605.876131,998.2788606
2804,20,10,25,10,2489.878394,3596.894782,1107.016388
2805,20,10,30,5,2363.61135,3503.316121,1139.704771
2806,20,15,5,25,2348.129815,3336.75385,988.6240349
2807,20,15,10,20,2427.106634,3471.835283,1044.728648
2808,20,15,15,15,2449.299786,3534.896722,1085.596936
2809,20,15,20,10,2412.902308,3541.323054,1128.420745
2810,20,15,25,5,2335.599483,3459.868413,1124.26893
2811,20,20,5,20,2265.888884,3324.265852,1058.376968
2812,20,20,10,15,2325.214913,3442.748615,1117.533702
2813,20,20,15,10,2330.101979,3475.40527,1145.303291
2814,20,20,20,5,2330.101979,3475.40527,1145.303291
2815,20,25,5,15,2330.101979,3475.40527,1145.303291
2816,20,25,10,10,2330.101979,3475.40527,1145.303291
2818,20,30,5,10,2190.307519,3250.707293,1060.399774
2819,20,30,10,5,2190.307519,3250.707293,1060.399774
2820,20,35,5,5,2189.401807,3143.881868,954.4800609
2821,25,5,5,30,2438.873002,3351.496055,912.6230532
2822,25,5,10,25,2653.101161,3497.756404,844.6552429
2823,25,5,15,20,2704.09252,3578.952363,874.8598426
2824,25,5,20,15,2630.693227,3617.956478,987.2632505
2825,25,5,25,10,2496.347642,3610.163941,1113.8163
2826,25,5,30,5,2351.719591,3517.136742,1165.41715
2827,25,10,5,25,2349.555895,3348.392103,998.8362077
2828,25,10,10,20,2426.319436,3484.085439,1057.766003
2829,25,10,15,15,2447.85405,3548.009611,1100.155561
2830,25,10,20,10,2415.995795,3555.35054,1139.354744
2831,25,10,25,5,2338.500902,3474.22651,1135.725607
2832,25,15,5,20,2270.643299,3337.706382,1067.063083
2833,25,15,10,15,2331.911761,3456.911508,1124.999748
2834,25,15,15,10,2338.015049,3490.243007,1152.227958
2835,25,15,20,5,2305.788213,3426.348161,1120.559949
2836,25,20,5,15,2229.1151,3314.400204,1085.285104
2837,25,20,10,10,2273.586881,3404.100975,1130.514094
2838,25,20,15,5,2265.399774,3368.216894,1102.81712
2839,25,25,5,10,2206.229424,3266.844463,1060.615039
2840,25,25,10,5,2224.978596,3289.353127,1064.374531
2841,25,30,5,5,2186.18735,3160.2717,974.0843501
2842,30,5,5,25,2331.612095,3355.313638,1023.701543
2843,30,5,10,20,2412.333674,3491.754736,1079.421062
2844,30,5,15,15,2434.14888,3556.784311,1122.635432
2845,30,5,20,10,2405.009303,3565.349357,1160.340054
2846,30,5,25,5,2322.638672,3484.886855,1162.248183
2847,30,10,5,20,2264.831698,3346.531362,1081.699663
2848,30,10,10,15,2330.460418,3466.626138,1136.16572
2849,30,10,15,10,2337.286248,3500.891445,1163.605196
2850,30,10,20,5,2305.656384,3437.418771,1131.762387
2851,30,15,5,15,2233.75545,3324.89782,1091.14237
2852,30,15,10,10,2281.502495,3415.418545,1133.916051
2853,30,15,15,5,2274.420026,3379.755666,1105.33564
2854,30,20,5,10,2217.828048,3278.597271,1060.769222
2855,30,20,10,5,2238.712359,3301.341469,1062.62911
2856,30,25,5,5,2238.712359,3301.341469,1062.62911
2857,35,5,5,20,2247.399051,3351.20259,1103.803538
2858,35,5,10,15,2320.691903,3472.396947,1151.705044
2859,35,5,15,10,2327.900669,3507.880365,1179.979696
2860,35,5,20,5,2292.884777,3445.140009,1152.255232
2861,35,10,5,15,2231.28827,3331.354,1100.06573
2862,35,10,10,10,2283.381896,3422.925094,1139.543198
2863,35,10,15,5,2275.530004,3387.76096,1112.230956
2864,35,15,5,10,2224.625205,3286.426639,1061.801434
2865,35,15,10,5,2247.384487,3309.642668,1062.258181
2866,35,20,5,5,2214.48288,3180.738834,966.2559535
2867,40,5,5,15,2221.151545,3334.232729,1113.081185
2868,40,5,10,10,2279.180786,3427.116561,1147.935775
2869,40,5,15,5,2268.667603,3392.743937,1124.076334
2870,40,10,5,10,2226.357971,3290.790634,1064.432663
2871,40,10,10,5,2250.798074,3314.738752,1063.940678
2872,40,15,5,5,2223.074254,3185.711645,962.6373912
2873,45,5,5,10,2222.905771,3292.148618,1069.242847
2874,45,5,10,5,2248.923493,3317.109575,1068.186082
2875,45,10,5,5,2227.750864,3187.769905,960.019041
2876,50,5,5,5,2228.508532,3187.361068,958.8525361
2877,5,5,5,45,1576.5213,3444.947608,1868.426308
2878,5,5,10,40,1646.554362,3612.291592,1965.73723
2879,5,5,15,35,1735.901473,3711.389454,1975.487981
2880,5,5,20,30,2511.817105,3775.377257,1263.560152
2884,5,5,40,10,2367.078753,3785.66869,1418.589937
2885,5,5,45,5,2201.490102,3661.09463,1459.604529
2886,5,10,5,40,2085.680853,3433.044181,1347.363328
2887,5,10,10,35,2241.114257,3592.019223,1350.904966
2888,5,10,15,30,2563.088306,3682.703424,1119.615118
2889,5,10,20,25,2651.960632,3737.116411,1085.155779
2890,5,10,25,20,2623.491603,3764.526175,1141.034572
2891,5,10,30,15,2525.385844,3764.526793,1239.140949
2892,5,10,35,10,2393.736361,3725.74041,1332.004049
2893,5,10,40,5,2261.365691,3606.635429,1345.269738
2894,5,15,5,35,2267.880528,3416.699213,1148.818685
2895,5,15,10,30,2408.846639,3567.082329,1158.23569
2896,5,15,15,25,2506.332364,3648.286887,1141.954523
2897,5,15,20,20,2511.163123,3690.542027,1179.378904
2898,5,15,25,15,2437.611617,3699.761901,1262.150284
2899,5,15,30,10,2335.916514,3667.654063,1331.737549
2900,5,15,35,5,2233.854743,3555.370044,1321.515301
2901,5,20,5,30,2233.854743,3555.370044,1321.515301
2902,5,20,10,25,2291.534352,3537.009438,1245.475086
2903,5,20,15,20,2291.534352,3537.009438,1245.475086
2904,5,20,20,15,2323.030392,3630.815827,1307.785435
2905,5,20,25,10,2266.88687,3608.959927,1342.073056
2906,5,20,30,5,2191.664572,3505.570017,1313.905445
2907,5,25,5,25,2166.45606,3371.249673,1204.793614
2908,5,25,10,20,2201.785439,3499.904451,1298.119013
2909,5,25,15,15,2213.897649,3551.761915,1337.864266
2910,5,25,20,10,2206.666898,3546.1112,1339.444303
2911,5,25,25,5,2176.55121,3454.923351,1278.372141
2912,5,30,5,20,2168.380864,3339.809016,1171.428152
2913,5,30,10,15,2191.677655,3451.123572,1259.445917
2914,5,30,15,10,2192.568962,3473.339432,1280.77047
2915,5,30,20,5,2170.240499,3400.060445,1229.819946
2917,5,35,10,10,2184.527934,3379.417173,1194.889239
2918,5,35,15,5,2170.062037,3335.463435,1165.401398
2919,5,40,5,10,2174.874323,3233.413809,1058.539485
2920,5,40,10,5,2173.548449,3250.317103,1076.768654
2921,5,45,5,5,2176.193367,3114.62038,938.4270136
